words,sentiment_coeff
https_//www,72.97972235620192
virginiastoner_com/writing/2021/5/4/the,73.74935967277575
deadly_covid,70.78854724489007
19,100.48058127945716
coverup,81.74592446832838
details,103.63765453618578
needed,101.81314715910379
us,96.629750539963
quick,97.7169524833775
almost,104.35069655009137
regardless_of,97.44093096837646
no_real,94.48700731810382
side_affects,100.83452994811734
listed,99.32266164328347
your_website,93.29360616698312
suggests,96.32797468002491
any,95.92536540906414
side_effects,83.51201791550365
those_who,99.03255802154801
have_died,98.50133246337231
legally,109.44483603847527
required,-104.35850494601863
report,91.14906572018093
these,96.4000104233169
side_affect,89.16266197037052
women,89.36386913423131
who,-99.75766492044758
miss,-91.7037220301013
carried,97.32290036431111
because,-97.9531088525963
vaers_data,83.8475763040852
make_informed,105.8191241286964
decisions,88.22083172405438
included,94.10171685105104
covid_19,-90.90152932895822
linked,97.69426809685224
rate,94.69954384331716
further,100.09596261904484
my,-57.40906101131768
death,101.26176524184541
not_represented,96.57923124570763
e,99.54913202213207
somewhat,89.95902559849017
still,96.5457452188678
high,95.27916570938477
relative,92.1676627414392
risk,99.99767149279302
age,-86.30568672146079
cost,95.81070495249762
benefit,-94.73293845850928
after,65.47752266708801
like,85.46852682990323
by_province,103.7878439677404
would,94.9144636456049
mean,94.81301245490764
something,96.31822373051675
be_available,-87.09388595144546
has,92.45417112618806
been,87.59039932505634
used,87.52520625473839
would_like,-96.0853246544514
information_on,105.72082609070456
types_of,98.5485098823979
rheumatoid_arthritis,94.32494622800641
patients,95.91121245247787
find,-92.34938838848679
comparison,95.08975186685542
standard,94.50041311705995
tiredness,-96.52062579525798
fever,88.08166422774673
in_calgary,-104.44911369706597
unclear,-105.03423487495375
astra_zeneca,97.4269866095601
from_covax,94.02952201631588
delivered,79.930297785008
pending,90.18948049293044
delivering,-95.87475796308068
ppl,-89.73831359186006
incidents_of,99.89387806208406
shingles,-95.12391977614159
can,-67.16504041814221
self,-98.49860843600398
they,-85.02588804703882
prescription,-89.66301334810844
medications,95.76052546094583
exact,100.72332627590434
just,100.88248639950103
broad,95.62449303202665
suppose,-97.47318182962243
trust,100.72582632332923
together,-90.30070599410078
specific,103.01982509755422
individual,100.74919959287679
helpful,102.69000524508814
deciding,100.5344449045125
result,90.00801602458463
confirmed,107.6001866009132
april_30,-90.14954067796282
astrozeneca,81.46029254447518
useful,94.07988388419443
first,-82.28980003124762
second_dose,-75.92006627489704
instead_of,-93.31697025830992
provide,92.60816742601365
public,95.33242137226392
needs,106.4037941911654
understand,99.44584413634288
progress,93.31840882660808
being_made,89.27960439653094
reach,-99.50490204663926
being,97.14780070111577
released,88.92110512254237
were_told,-88.80379848904226
az,95.60620803662488
what_happens,-96.84850003758307
end_of,90.85670711031909
june,-96.76570562813465
into,94.78626482668597
determine_if,97.0880772152691
second_shot,-88.40078241667153
even,104.05657039022458
possibility,102.11825284930562
schedules,96.6742591045735
jansen,-99.46063472801319
indicate,86.71074133386541
has_arrived,92.83280243475778
code,-96.80063652541904
very_helpful,103.85179969328907
thanks,-110.96975201784974
over,-93.89470340929874
coming,93.46509936413955
several,-94.7749555132674
next,-101.92418402304132
add,96.0015219824337
statement,100.83170636360317
include,89.11353854836717
announcements,96.20959012197326
now,-93.39552318091746
political,91.40999987535635
tool,101.34026965553936
incoming,90.80412609633818
city,-93.08794694616232
useless,97.7926508418613
don_t,92.91725302923598
match,84.88288172841266
actuals,81.22267954028354
forecast,74.84431187186495
still_showing,94.60462191891995
rank,101.54570848869481
incompetence,87.5478443592284
not_providing,100.62289117282681
daily_updates,103.2517672473149
enough,103.301761738869
dates,93.76083281395438
some,98.35064845136993
province,-97.82954456566789
last_week,96.80630997516332
posting,95.71036494109143
in_relation,97.80808080178804
ie,96.44943305565177
manitoba,-101.23777930723222
distributed,89.74194774008475
level_of,90.92912017366315
availability,-104.21432004344754
did,99.2833416521104
what_happened,92.92794713028474
table,68.8547501431737
please_put,94.1209505307907
back,94.0385061983931
name,92.96035701507606
transparency,102.57818667357147
access,-104.89497027860747
historical,103.00011611076877
even_though,-88.05794819102259
approved,85.17956747767052
confirmation,-94.89203484017202
provinces,86.58053180052092
responsible,86.42702947722294
rollout,97.13711083426963
true,100.62033791431502
defined,101.45851639751899
history_of,-97.83661195518704
previous,101.45534344336221
months,84.55796065590503
better,96.5434283534266
worst,90.85382937230561
someone,-99.65734139431294
gotten,-96.18635006194233
blood_clot,-99.8166092307046
curious_as,97.10986510267534
too,-97.88920101402282
trying,-99.85778728850566
m_looking,-100.76021876698715
delivery_schedules,96.98585367058465
why_haven,-96.31700472015173
t,-87.09612719447345
been_told,-96.54498981626818
less,98.08460905573553
told_by,-98.64546270780374
saying,103.50480570482092
he,-74.52756449120814
gave,-106.22332067957763
he_has,-93.8538145326417
seen,99.4206258731279
people_die,90.48763011446768
just_wondering,-95.67508121564539
haven_t,96.53742788840181
telling,97.17664992399425
t_find,-94.84840511440393
rates,84.39872855675462
chart,99.53260403218142
daily,94.7518794706335
tests,96.27397136881522
impact,91.89165365182883
infection,85.66178608793928
serious_adverse,83.56044954277654
tell_us,95.12266367834734
them,-99.70297538361602
have_gotten,-94.18403307776948
age_group,-102.48285221277077
gets,100.12055616504198
clots,75.74164294673164
ontario,-93.59004991464685
breakdown,98.27788462147164
doses_administered,90.45555115742646
type,103.07733039999029
specifically,93.09624277593178
tab,93.07916190424663
per,91.36111947002837
cannot,-99.61353862224306
look,110.98034828936919
example,97.77424940211925
1,85.18465519751693
done,92.80396822949166
manufacture,91.44565494846121
general,98.39079525670597
already,-101.2808148418143
2021,92.85287843319998
or_territory,99.41096302294862
an,94.75182689548026
against,98.25130415818785
administration,97.21317778411385
appear,98.9274102058632
information_about,97.19749963217293
31,-90.62152223657544
7,94.20760241250542
doesn_t,93.93862442471497
az_shipments,98.70228189925123
she,-73.92483043294209
scheduled,-94.99658719189009
arrive,102.08379347391184
forecasted_allocation,102.50206676824449
forecast_allocation,96.94699365831497
determine,100.13437093767995
e_g,102.24067116299068
23rd,-95.73527526764661
nothing,91.92100691946968
astra,-103.55751897220335
this_mean,-95.79754895260042
s_happening,96.01750809461468
numbers,89.14332599872542
forecasted_deliveries,104.29254486229567
astrazenaca,100.93280527355066
2nd,-90.02996795282296
other_provinces,107.93194248370212
lagging,91.9613936724564
missing,97.73526359830258
coming_weeks,96.97570793797682
no_longer,96.73387152319116
visible,104.97212255415269
future_shipments,97.86570110298162
next_shipments,92.94583500247289
forecasted_distribution,96.68937126540541
astrazenica,109.9379284246746
over_60,-107.40287433435752
years_old,-73.08356871936655
hidden,97.89868178773591
prior,-98.27062754114353
please_publish,94.68410084747698
beyond,99.88832795009067
4th,97.04931512578987
why_aren,94.05866341019141
week_ending,104.85676797483104
9,95.99183821826705
shown,96.99818016803101
schedule,-104.30610662343591
site,94.8863379572984
received_both,90.80570437387559
headache,85.57746064767709
neck,82.83885452343786
20_days,99.09720074636378
joint_pain,93.62225700813926
non,101.43034075602958
second,-83.26515726052826
shots,-93.32087201261642
after_receiving,96.06313576010108
modern,-95.20799859216991
have_heard,99.23993680844734
adverse_reaction,98.59103905575724
each_type,107.77018712296041
key,94.87414957249196
nova_scotia,-97.77642011507558
behind_other,96.54935956449505
at_all,108.0405615382321
receipt,-93.69707449198457
received,73.1782678205191
per_capita,93.70439253582208
basis,100.23118793163655
jj,-91.00375020404627
be_helpful,103.70342523036928
dont,-101.43038094635948
supplies,96.91058149616546
hide,83.89899867376218
couldn_t,94.66749830107838
two,101.20863866884038
arrivals,97.99530863523958
administering,100.29792192797915
pop,94.74402921953634
durham_region,-98.62124344838007
toronto,-94.50751868536562
it_doesn,81.45911671585219
t_say,-83.2025377645911
especially,96.57485098301711
similar,95.66291134430449
expected_delivery,-102.95180342398223
pm,81.00275715106787
indicated,-89.18362423489639
september,92.86529415346368
2nd_shot,-103.01926984427917
support,97.72782822250885
next_shipment,97.55813136588851
arriving,101.15052183748219
plan,99.18420703225834
not_shown,94.75907841671948
3_million,87.85350208201895
took,93.74919649624886
based_on,101.05697003187947
health,-91.10228319008934
recommendations,108.64793936032585
dying,-90.18643085701613
their,-91.17999523334905
countries,92.89958769492029
arrived,92.21441102588791
eu,-104.19220951501698
percentages,88.94334176653791
denominator,83.7651339515977
produce,82.95043978455116
more_specific,98.8601012571221
transparent,94.17845754554546
anyone,94.70157222374162
died_from,-93.98918861965343
corona,-97.90730051819303
related,99.20509312149447
experiencing,100.0390099566374
posted,99.49554563043962
other_countries,97.88345891399828
advised,88.71694596483562
physician,-98.16860945440553
flu_like,89.24114577177012
face,94.24230948614984
lips,-100.38449008453803
nature,93.09700617294149
reported_adverse,70.3764866270128
changes,91.71050809716954
headaches,92.82959200123014
etc,99.04796311754306
possible_side,87.42108094913694
days_after,91.72077591137781
provincial,95.81155179154638
d_like,98.6452651985186
rather_than,104.35113576880325
per_type,88.74735401148233
recorded,93.22630186041675
hiding,104.62985039571774
m,-91.99456148046828
much,104.03794550713278
interested_in,94.27354467574625
expected,100.88534469737985
sad,99.61908497021066
incompetent,96.58826349050815
az_forecast,94.393803185754
more_timely,99.79171103567079
manufacturers,100.55465274506156
stand,92.74409242856092
release,89.56258783234962
j,63.51878952868037
from_india,93.32686279741118
first_shot,-94.65603150716416
forecasted_delivery,93.42001698365678
removed_from,86.05233323144108
stats,95.40960532046425
cant_find,-97.9741255737652
distribution_data,103.50790747421136
being_distributed,97.00458745823892
get,-53.19739104163194
forecasts,96.39429861761168
and_territories,76.44354382464913
astrazenca,85.89553514238172
april,-95.72745835307687
future_deliveries,97.37564544022588
2nd_dose,82.16940026588777
receive,-93.89053314599158
projection,93.86339494373574
located,97.11248221979506
doses_arriving,97.18094670095951
updated_daily,100.50357306486266
times,92.31665144235551
planned,102.61811850338242
as_well,104.53660293673055
outlook,-98.36682940607064
uncertain,106.90196061204354
those,102.19476935673237
wondering,104.22494838912145
q3,103.06829713324946
jul,-99.66381959349356
sept,-94.06806303400313
again,97.33947809353576
allocation_forecast,87.43984263960493
forecasted,97.46429190506292
provincial_allocations,99.71225799728279
stuff,-98.06769179086636
living_in,-92.71406135073687
st_catharines,-93.41524908164524
many_people,99.01040493213252
building,-92.06771031295607
wear_masks,-87.2026660299915
areas,-101.31071296258192
there_any,110.91279606091273
amounts,101.24064662089474
upcoming,90.83174813916867
42,-108.10658074824057
ontarians,95.46733173764231
list,-97.04113793568752
showing,103.79816020105186
while,-96.59277286878589
credibility,103.21966367268898
question,89.22815521297936
additional,89.78369006783457
eta,93.49536417566458
later_than,88.2203421744358
very,98.42685686447953
any_mention,97.06625167352557
going,-99.42042470457525
allotted,98.28922083521363
new_brunswick,-99.91539520934514
accept,-92.31511745124682
delay,99.22213830787932
go,-99.66241368486058
usa,105.29800378947736
nothing_about,98.86359314797585
pretty,93.06758885183227
system,-90.69640428915766
it_looks,88.580913475099
dropped,97.3156088629036
off,100.7102667032409
charts,94.10248100099633
ensure,94.84873045964551
forecasted_allocations,95.95516967844533
not_listed,100.35265037340238
astazeneca,94.88836150423457
were_actually,93.2084131632549
by_week,92.89504810504737
start,-100.71989267595738
source,102.98356931484669
status,92.11101560245598
jansen_j,93.51335775434511
protocol,89.9422370967185
week_interval,97.5196857779939
that_means,-92.0361251835018
inventory,67.68116164203818
meet,84.9732128400384
6,99.26235085489932
vial,63.061450750871835
vials,79.947248820166
will_happen,-100.84186859046031
eligible,-90.60987652654993
people_who,-93.59181479370092
astro_zeneca,101.34290053578985
died,96.15919841621147
thank_you,-105.17241554374678
aug,-98.17566706132068
time,94.07760842032887
website_doesn,97.8289899053179
vacines,95.41445742601711
almost_4,101.04422975294266
000,87.5440531519419
united_states,88.4962475027659
important,92.34292969733815
form,-82.75830180125428
difficult,99.52156597375918
believe,96.66333560720277
split,98.56080442297625
way,98.03105549264131
convenient,-95.47832711656532
stats_on,84.57076535935639
serious_reactions,98.48430983801721
list_of,96.80945832770517
canadian_government,89.44097241211024
sites,101.02491921520976
impossible,105.7659393693963
navigate,-83.84011754471786
search,96.84022267578376
3,101.98597966028504
year_olds,-97.55402239871252
ffs,100.99298396233327
company,94.7090805491236
delivery_dates,89.24323079264882
published,89.38034099903702
meaningful,91.07399463559749
tell_me,-96.71815723843343
mb,-99.54116899989125
oxford,92.96456673636345
zeneca,91.30890902487906
scheduled_deliveries,89.52131474957213
than,91.84907109841507
page,94.97250151136917
limited,92.67709069179678
aren_t,101.69473388589473
expecting,93.32491872606927
india,86.78660130481236
case,103.8926735090147
approve,88.0552209959643
mixed,90.6179417647142
weeks,99.58322351989693
truth,88.14137084028218
in_addition,87.37178846088248
two_weeks,95.39209549400356
map,90.46206639660484
periods,86.8480353706726
5,-98.80737135164632
behind,89.1236473440415
sask,-91.39843169872668
another,101.01739267837412
three,98.10444953879482
identical,96.56498439970574
order,-102.36079419710615
ab,-94.73168026603169
gap,-104.59681673343448
propaganda,-98.80626136853472
t_tell,-85.48697047654771
these_vaccines,97.5661343363267
full_list,98.66067087637623
known_side,102.60682557467779
617,105.00906112085087
considered,-96.34494546620651
effect,97.19277784374006
other_than,101.93626712357651
report_adverse,103.06241194711835
april_23,103.54681022150528
adverse_reactions,100.77643934754957
sure,-92.45113273222569
14,92.30884889176873
presented,102.0496584241176
different,96.51385911571039
results,100.98192240177433
29,-100.12433992722619
35,94.31653906294808
likely,99.67140854636168
being_used,95.4924201974611
every,102.73216393191602
been_administered,90.06383962101138
location,-96.15246631612649
came,-97.5707102567529
am_trying,-98.91841782335412
coming_into,-96.38341667241592
orders,96.22899827234325
heard,90.81811321748788
already_been,104.89457946048309
determined,95.9261247308699
fully_vaccinated,100.39328020183953
next_few,83.63027695139017
dont_see,97.30018672024815
projected,100.47086533040196
astra_zenica,-103.91459485230953
alternative,92.234275218006
feeling,94.76811845824705
trudeau,97.9925237205571
future_delivery,-93.12861980485894
in_quebec,-99.08375781175432
forcast,90.45991954955001
about_mixing,-94.47840386703744
soon,-103.88616059724134
figures,106.79171808981671
sk,-95.03814118539971
beginning,-94.33099309623505
give,94.36046444661396
broken_down,85.11595300144081
regions,-93.33343252013113
among,92.21858313612667
covid19_vaccination,-99.44787762809013
clot,-91.4280120827526
associated_with,96.53171386059948
referred,98.89397882281058
b_c,-98.64999478210527
may_6,97.04376407121435
hi,-106.19853903431407
physicians,85.67324744320959
family,-94.25202292645305
johnston,63.78240801797136
down,-95.08347742105168
version,87.02375929350316
far,96.27358016169485
adverse_event,102.43866546623718
currently,-96.44513272430619
april_10th,92.77095981556481
waited,-91.4196705534737
a_couple,-94.94565691088636
check,-94.43550380205511
60,-101.34311223745817
considering,91.74849996782244
doctor,-83.3774534091194
ottawa,-88.74708207505512
public_health,92.21933998229687
manufacturer,86.53412169389614
cumulative,89.30165778670482
national,96.73342361127054
be_nice,90.1325233161162
break_down,94.39275319208986
all_types,95.96324563506634
qc,-89.44115644168603
higher,82.58173909987123
links,97.03964619691651
circled,-92.36200011123519
pages,92.83208214631188
did_not,-97.69298732722937
arrival,96.46387993526395
past_april,95.21615744104137
11,76.13614704770772
8m,81.78409412169269
re,104.09226686248327
going_forward,94.34379619565995
next_batch,78.68513899699036
ontario_resident,-84.92860271460285
awaiting,-93.65529347666269
astro,-106.40290114895558
use,95.3531333619659
a_z,94.57530675896238
outdated,106.11662575066912
month,-95.83720087374805
pointless,-95.07551597084442
relevant_information,97.11888738402189
most,106.0820303061789
months_ago,96.79813595759617
care,-90.3089344507817
updates_on,103.4209235964046
update_daily,-93.07805251943788
area,-95.55862622124495
cannot_find,-105.66826691279827
june_2021,-90.38960407828912
think,99.74101498409689
month_ago,94.55575168305958
900,86.07218781838465
000_doses,81.915588196144
coverage,101.66501295764436
groups,-98.43047352691568
sides,-96.66959650432665
way_too,92.30385068853766
stick,-84.62979593808086
non_serious,89.26201690930858
ones,104.08596161653219
how_long,75.68902584222586
made_available,99.445641070914
mortality,97.01114116298238
related_deaths,-98.06569061261872
have_occurred,98.28157462603767
adverse,102.16912114949436
were_considered,84.76812145944221
injected,-96.1837220437829
age_category,96.43253943033264
names,92.59003055691053
effected,98.60413534670217
taken,-96.48056503530744
listed_here,97.23123988523993
nearly,88.05340522760078
extreme,95.76257025283643
dizziness,88.60352443535966
nausea,84.27493625577164
educated,97.58331305177062
before,-94.61615843762416
choosing,-85.69452598350523
put,92.48363111664973
their_body,105.22658628193885
lives,-87.40195102558604
wk,-87.8717838047394
tables,98.84057793960456
april_25,91.51577037651013
half,97.73330597775964
between,95.38388549364507
idea,-98.99498338966421
cause,100.3198102992101
confusion,-102.60990320465373
above,99.60458659350778
apr_11,94.65120691900151
we_re,-102.80405907722132
say,94.75022604898614
volume,98.03232066708348
minister,104.91855942796488
some_kind,-97.72736446456535
partial,100.82240935096551
middle_of,88.4461558413708
pandemic,-101.21462753059791
kingston,-95.90042399838046
region,-91.86643110300217
please_update,92.55459307084844
more_frequently,87.22005007318415
includes,101.25622705314176
have_passed,85.86248867475584
confirmed_distribution,74.52002001647112
/,-95.5108573698184
drug,90.00997699819648
long_term,97.02247660681189
risks,93.33400169333832
simple,95.66059825189767
graph,88.34853671225444
better_job,-106.24996188466702
absolute_numbers,86.78207288145427
55,-93.80736053492555
group,-96.74892513255637
product,93.78466966473867
your_reporting,91.90085225661782
in_order,-102.52902214594681
properly,101.5082691018376
by_manufacturer,100.85609616049345
help,-98.28633350936106
taking,-99.46325413229933
more_helpful,87.57245547020565
other_places,106.99578732979035
world,92.12412720346012
focused,94.03238699090228
this_website,93.83545632493096
obvious,97.30312525614667
omitted,101.29844199944834
telling_us,95.12177945375718
fir,-90.66984439623478
march,92.38793773630918
being_delivered,96.45882743793658
needing,101.49286875729085
got,-93.07409962762023
left,-93.05039743530673
ii,-94.00636285499449
been_updated,78.56230599429959
5_days,101.43064116325473
11th,89.82858753364336
zero,88.49388473242989
my_wife,-96.45264721798588
updates,105.85000804395546
hand,89.31624081022161
many,88.12659205923593
encouraged,-94.79861213993597
take,-90.70540143514012
luck,98.32590790697539
recent_info,-93.02912430925772
concerned,90.69829533415654
fake_news,93.46553135821006
correlation,98.29238653188966
future_allocations,96.53113750203629
3_weeks,95.39674239960945
de,-92.44622047974647
7_weeks,-97.77599987942689
expect,-109.88880286943554
needs_updating,88.22088216812446
accurate,98.4250293392529
title,-95.36139799459684
only_shows,97.50930719100361
forecast_allocations,97.73848519580987
safe,92.60127162500872
sick,-99.56608094076707
chart_showing,99.62334226952257
2_weeks,97.18993116061135
current_data,101.77551401930359
checking,93.55095853536402
been_vaccinated,-98.47075046787722
brands,-106.17671882498459
clearly,95.66897874274024
overall,94.64186838598435
generic,90.24213710856417
expected_deliveries,-103.86380061547493
offer,-91.7150536940609
reflect,91.53471248638795
jannsen,97.72853721856389
early_march,-88.27322012076222
past_dates,98.77876711214319
future_dates,99.41972800435299
jnj,104.1101430842643
may_june,95.85077260468249
coronavirus,-98.355970690847
html,93.71242949591925
slow,89.60051751148109
bad,-98.90202084280703
open,92.11059243371137
isn_t,94.44215420797602
point,97.94265872288557
providing,103.92492988529231
listing,101.65299061721139
mid_april,-100.3431954196349
stale,101.23413080748304
dated,94.3914347158665
extremely,99.57639668126863
best,-111.91122445963606
remove,92.85911834980536
be_kept,96.72247914225274
mark,98.44880673872298
aztrazeneca,93.01922485577617
recieve,-96.22620682614854
same_as,102.42528589710429
be_contacting,-103.53444393931618
sign_up,-102.26291462331336
appointment,-69.35626167216023
added,-94.87518415933486
count,93.02394376336562
per_province,102.36385634095663
until,103.6262493856101
caused,99.31052391309511
part,-100.80487573507833
whole,100.0034917988277
categories,96.86130567853542
death_numbers,99.5519683347344
elderly,-105.26516617660141
are_dying,100.00220895749345
post_vaccination,101.76453874881358
europe,94.32028210073963
box,87.73737734782111
hide_something,-94.60834507310864
perhaps,90.1844066430584
vacc,83.02196077536185
figure,101.40879419749949
far_more,98.18583726653323
protection,86.62863385475782
immunized,-90.76663941041217
clearer,98.14895476506159
picture,-93.14627087639238
immunizations,100.46733770345584
1st,-85.09469124993471
walters,-95.31853417838413
stated,100.15860630223196
effectively,97.6892663296069
protected,-92.13075519721589
time_line,105.03720189710633
landed,93.01632701287252
cbc,-106.08232291710378
exist,103.57568059616284
incorrect,98.28798078682003
one_month,84.0845770000448
ago,85.08916641030243
comment,97.438489390692
your_forecasts,100.21829832469626
1_month,88.35910389442635
a_lot,98.06899945230752
displayed,93.3660398831643
vac,92.79347422516048
period,102.23746236588761
april_11,92.57739562676642
confusing,95.24254867733046
present,104.76671222907089
otherwise,96.49065531292142
very_limited,103.91005771107271
except,-96.3549793791904
lab,89.86871676117792
control,85.72838670852886
not_sure,-101.23332788818954
real,99.03425708688422
addressed,96.80090325981699
country,92.7879350526191
noted,81.39552989829528
caused_by,93.225313487261
clotting,103.92250330115085
unrelated,100.2657006542495
format,96.95161800513561
more_details,104.84478447116719
each_day,96.40733367780676
opportunity,-101.2074975225498
very_useful,91.59779695516944
18_plus,-98.64155659072523
